eccentricity_deg,dendritic_field_diameter_min,cell_type
34.72907071887553,22.245720339268367,midget
35.96681642523625,21.664295694775817,midget
36.99224084319337,21.88663733259565,midget
38.579912894313175,21.20199673982385,midget
38.32226095369163,23.54278109406069,midget
34.50759497336931,27.284003443652452,midget
36.49862842063879,26.70519264385098,midget
36.74988224856339,25.342027446862502,midget
38.06754437571722,26.4170363705133,midget
39.15161186848641,26.410293795624423,midget
41.11567005745378,24.79175395582965,midget
40.81893527492616,23.041867163142648,midget
42.57356227307198,22.79323916554601,midget
41.978676386362174,22.55880809527656,midget
44.71427754957967,22.194671330349884,midget
44.41636651720754,24.774356544350542,midget
45.99716629205671,23.751032403678632,midget
45.03573696258581,23.26349604998849,midget
38.090630298879965,32.2288891623147,midget
39.17285524229385,31.55322963147556,midget
38.62548787434146,31.2287010579262,midget
39.7216416259333,30.25569078270585,midget
40.275545801221455,28.41055192505716,midget
41.72361395432371,30.560354912855026,midget
42.30678484902761,28.99855249157083,midget
44.13240841985192,30.22674218000081,midget
44.74639135504567,28.0878573561318,midget
43.50046948663181,26.662620408909003,midget
44.426288459537645,26.657516303497182,midget
46.33450125892622,26.09532642846367,midget
46.0221240128501,28.37612429521896,midget
47.66615691105344,28.36707132861161,midget
50.0685331279101,28.65271772727691,midget
48.3323867204689,26.91735777613156,midget
49.34844451100099,24.750652474593043,midget
51.842224509739935,26.068694774756185,midget
52.58695504021556,28.046660423471547,midget
48.35089686304818,30.51942660099701,midget
51.14393060598091,30.50384928525416,midget
42.89947556092756,27.806067638027773,midget
